,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
124,알록달록 시금치 당근 수제비,"시금치 10g, 당근 15g, 밀가루 50g, 물 10g, 감자 10g, 애호박 15g, 실파 5g, 멸치육수 200g, 다진 마늘 2g, 간장 2g, 소금 1g","['시금치와 당근은 각각 믹서에 물을 넣고 간다.', '밀가루는 반으로 나눠 시금치 즙과 당근 즙을 넣고 소금을 넣어 각각 반죽 한다.', '2의 반죽을 직경 1.5cm 정도의 동그란 경단모양으로 빚는다.', '감자와 애호박은 1.5cm 주사위모양으로 자르고 실파는 2cm 길이로 썬다.', '멸치 육수에 감자, 수제비 경단, 애호박, 다진마늘, 실파 순서로 넣고 끓인다.', '5에 간장과 소금으로 간한다.']",236.0,42.3,9.7,2.1,484
125,인도식만두구이(사모사),"양파다진것 15g, 마늘다진것 2g, 생강다진것 1g, 청고추다진것 1g, 새우다진것 25g, 버터 1g, 레몬주수 1g, 생선육수 3g, 카레가루 2g, 토마토페이스트 3g, 달걀물 5g, 춘권피 20g, 올리브오일 1g","['양파, 마늘, 생강, 고추, 새우를 다진다. ', '버터를 두른 팬에 양파, 생강, 마늘, 고추, 카레가루 순으로 볶는다.', '2에 토마토페이스트, 레몬즙, 새우를 넣고 볶는다.', '3에 육수를 약간 붓고 약한 불로 끓이면서 수분을 증발시킨 뒤 볼에 담아 식힌다.', '춘권피에 4를 적당히 넣고 끝부분에 달걀물을 발라 붙여 완성한다. ', '겉면에 올리브 오일을 약간 발라 오븐 팬에 놓고 170℃ 오븐에서 바삭하게 굽는다.']",156.0,19.9,7.8,4.8,213
126,중국식 바비큐 폭립,"돼지갈비(바비큐용) 120g [소스] 양파작게자른것 20g, 마늘다진것 4g, 식용유 1g, 레드와인식초 2g, 황설탕 2g, 꿀 5g, 데미글라스 10g, 토마토케첩 2g, 머스타드 2g, 우스터소스 2g, 케이엔페퍼약간, 소금적당량, 후추적당량","['소스재료를 볼에 넣고 잘 섞는다.', '소스를 돼지갈비에 골고루 바른 뒤 6시간 이상 재운다.', '재운 돼지갈비를 호일로 감싼다.', '3을 170℃의 오븐에서 30분간 굽는다.', '구운 돼지갈비의 호일을 벗긴다.', '5의 갈비가 부드러워 질 때까지 약 30분간 소스를 골고루 발라가며 굽는다.']",311.0,13.5,22.8,18.0,352
127,"제주도 빙떡, 귤간장소스","메밀가루 50g, 무 30g, 후추 2g, 다시마 2g, 다진 마늘 5g, 다진 파 5g, 저염간장 5g, 통깨 2g, 귤 즙 10g, 참기름 2g","['메밀가루에 물을 섞어 메밀 반죽을 만든다.', '무를 채 썰어 다시마 육수에 삶는다.', '다진 파, 마늘을 볶은 뒤 무와 통깨, 참기름과 섞어 버무린다.', '전병을 부친 뒤 무를 넣어 만다.', '귤 즙을 조린 뒤 저염간장을 넣고 섞는다.', '접시에 담는다.']",94.02,20.0,1.33,0.97,9.56
128,미나리버섯고기말이&산채소스,"돈등심 80g, 새송이버섯 24g, 미나리 18g, 후추 0.3g, 찹쌀가루 15g, 참나물 5g, 취나물 5g, 올리브오일 10g, 땅콩 2g, 파마산치즈 1g, 마늘 1g","['돈등심은 널찍하게 성형한다.', '새송이 버섯은 길게 채썰고, 미나리도 비슷한 사이즈로 썰어 준다.', '고기에 미나리, 새송이를 감싸 말아 찹쌀가루를 묻혀 굽는다.', '참나물, 취나물, 올리브오일, 땅콩, 마늘, 후추를 믹서에 갈아 소스를 만든다.', '소스에 파마산 치즈를 섞어준다.', '구워진 고기에 소스를 곁들여 낸다.']",287.6,8.7,31.6,14.1,83.6
129,마늘칩 감자샐러드,"감자 50g, 마늘 5g, 양파 5g, 마요네즈 10g, 플레인요거트 5g, 머스터드 1g, 설탕 2g, 파슬리 1g","['감자는 깨끗이 씻어 껍질째 한입 크기로 깍둑썰기 한 뒤 삶는다.', '마늘은 얇게 편으로 썬다.', '양파는 굵게 다진다.', '팬에 식용유를 두르고 다진양파를 볶은 뒤 마늘은 바삭하게 굽는다.', '마요네즈, 머스터드, 플레인요거트, 설탕을 섞어 드레싱을 만든다.', '감자와 볶은 양파, 드레싱을 골고루 버무리고 마늘칩과 파슬리를 뿌린다.']",80.12,10.18,1.19,3.85,51.78
130,시래기닭조림,"?필수 : 닭고기(120g), 무(30g), 당근(20g), 양파(10g), 홍고추(1g), 청고추(1g), 무청시래기(삶은 것, 80g)?양념 : 다진마늘(2g), 후추(1g), 저염간장(5g), 설탕(3g), 물엿(5g)","['닭고기는 부위별로 토막 내어 끓는 물에 살짝 데친다.', '데친 닭고기에 양념 재료를 섞어 30분 이상 재운다.', '무, 당근, 양파는 사각 썰고, 고추는 송송 썬다.', '무청시래기는 끓는 물에 한 번 더 살짝 데치고, 6cm 길이로 썬다.', '냄비에 물(30g)과 닭고기, 시래기를 넣고, 청홍고추를 제외한 손질한 채소를 넣어 조린다.', '홍고추와 청고추를 올려 마무리한다.']",210.1,12.5,19.3,9.2,198.3
131,두부튀김&무소스,"두부 70g, 계란 20g, 깻잎 2.5g, 옥수수전분 10g, 식용유 10g, 혼다랑어가쓰오부시 1g, 무 10g, 레몬쥬스 2g, 2배 양조식초 1.5g, 저염간장 3g, 미향 6g, 설탕 1g","['두부는 2cm의 정사각형으로 썰어 전분과 계란물을 무쳐 기름에 튀긴다.', '무는 믹서기나 강판에 갈아준다.', '끓는 물에 가쓰오부시를 살짝 넣었다 빼내어 국물을 우려낸다.', '무와 가쓰오부시 국물에 설탕, 미향, 레몬즙, 식초, 저염간장을 넣고 섞어준다.', '깻잎은 곱게 채를 쳐준다.', '접시에 두부와 깻잎을 담고, 소스를 곁들여 낸다.']",138.1,10.8,9.1,6.5,132.8
132,오징어튀김&딸기쨈,"오징어 35g, 밀가루 70g, 물 50g, 계란 32.5g 후추 0.1g, 식용유 500g, 딸기쨈 5g","['오징어를 먹기 좋은 크기로 썬다. ', '오징어를 살짝 데친 후 물기를 제거한다.', '밀가루에 물, 계란, 후추를 넣어 튀김반죽을 만든다.', '오징어에 튀김 반죽을 묻혀 식용유에 튀긴다.', '키친타올에 올려 기름을 제거한다.', '딸기잼과 같이 곁들여 낸다.']",591.6,39.6,17.0,40.6,135.9
133,감귤콩샐러드,"감귤 20g, 완두콩 8g, 수수 4g, 율무 10g, 병아리콩 20g, 유자청 10g, 치커리 6g, 올리브오일 10g","['감귤은 껍질을 제거하고 알을 분리하여 반을 갈라 준다.', '치커리는 한입크기로 썰어 준비한다.', '완두콩, 수수, 율무, 병아리콩은 하루 전에 물에 불린 후 삶아준다.', '삶은 콩은 체에 받쳐 물기를 제거한다.', '손질한 재료를 모두 섞는다.', '올리브오일과 유자청을 넣어 버무린다.']",145.7,17.73,3.54,6.74,13.62
134,두유 크림 현미리소토,"손질된 고등어(60g), 양파(10g), 마늘(6g), 양송이버섯(1개), 청양고추(2g), 깻잎(1g), 불린 현미(150g), 검은콩 두유(200㎖), 달걀노른자(1개), 다시마(2g), 간장(5g), 레몬즙(8g)","['냄비에 물(500㎖)과 다시마(2g)를 넣어 3분간 끓이고 다시마는 건져 육수를 만든다.', '고등어는 에어프라이어에 넣어 180℃에서 10~15분간 굽는다.', '양파와 마늘, 양송이버섯, 청양고추는 잘게 다지고, 깻잎은 얇게 채 썬다.', '중간 불로 달군 팬에 식용유를 두른 뒤 다진 양파와 마늘, 양송이버섯, 간장을 넣어 2분간 볶은 뒤 불린 현미를 넣어 2분간 볶는다.', '다시마 육수(250㎖)를 2~3번에 나눠 넣어 현미를 익히다가 검은콩 두유를 넣어 졸이고 레몬즙과 다진 청양고추를 넣어 고루 섞는다.', '그릇에 현미 리소토를 담고 고등어구이 → 채 썬 깻잎 → 달걀노른자 순으로 올린다.']",847.4,113.1,28.4,31.3,712.2
135,당근새우 카나페,"[ 2인분 ] 칵테일새우(2마리), 사과(½개), 양파(⅓개), 당근(¼개), 바게트(2조각), 다진 파슬리(0.5Ts), 블루베리(6알), 애플민트잎(6장), 당근(⅓개), 양파(⅓개), 레몬(⅓개), 후춧가루(3t), 레몬즙(6Ts), 식초(0.6Ts), 올리브유(1Ts)","['물(3컵)에 육수 재료와 칵테일새우를 넣어 새우가 익을 때까지 데친 뒤 건진다. ', '사과와 양파는 잘게 다지고, 당근은 길게 썬다. ', '다진 사과와 양파, 채 썬 당근, 후춧가루, 레몬즙, 식초, 올리브유를 넣어 고루 섞는다. ', '바게트 위에 버무린 재료를 올린다. ', '데친 새우를 올리고, 다진 파슬리와 후춧가루를 뿌린 뒤 블루베리를 올린다.', '애플민트를 올려 마무리한다.']",349.6,50.0,19.8,7.8,701.4
136,아보카도 수란샐러드,"[ 2인분 ] 상추(3장), 레몬(½개), 아보카도(1개), 토마토(1개), 달걀(1개), 파프리카(빨강, 노랑 각 ½개), 소금(0.2ts), 식초(0.5ts), 소금(0.3ts), 후춧가루(약간), 바질가루(0.5t), 오레가노가루(0.5t), 올리브유(1Ts), 레몬즙(1Ts)","['상추는 깨끗하게 씻어 한입 크기로 뜯고, 레몬은 모양대로 얇게 썰고, 아보카도는 씨와 껍질을 제거한 뒤 한입 크기로 썬다. ', '파프리카는 씨를 제거한 뒤 한입 크기로 썰고, 토마토는 한입 크기로 썬다. ', '끓는 소금물(물4컵+소금0.2ts)에 식초를 넣은 뒤 달걀을 넣고 수란을 만든다. ', '드레싱을 만든다. ', '그릇에 손질한 채소를 담고 수란과 얇게 썬 레몬을 올려 마무리한다.']",172.1,17.7,4.2,9.4,88.2
137,참깨 오렌지 쇠고기,"쇠고기사태 100g, 전분 2g, 간장 2g, 오렌지주스 10g, 굴소스 2g, 꿀 3g, 참깨 1g, 식용유 1g, 생강 1g, 오렌지 20g, 파인애플 28g","['소고기는 길이 6cm, 넓이 2cm, 두께 0.5cm 정도의 직사각형 모양으로 썬 뒤 전분과 간장을 섞어 재운다.', '생강은 다지고 오렌지는 껍질을 벗겨 속만 잘라내고 파인애플은 껍질과 속심을 제거하고 0.5cm 크기의 주사위모양으로 자른다.', '오렌지주스, 굴소스, 꿀, 전분을 섞어 소스를 만든다.', '기름을 두르지 않은 팬에 깨를 볶은 뒤 식히고 팬에 기름을 두르고 재운 소고기를 앞뒤로 골고루 익힌다.', '4에 소스를 넣고 저어주면서 끓여 농도가 나기 시작하면 오렌지와 파인애플을 넣고 살짝 익힌다.', '접시에 5를 담고 제공하기 직전에 깨를 뿌린다.']",183.0,9.8,21.1,6.2,269
138,치킨 버거 스테이크,"닭가슴살 80g, 빵가루 5g, 차이브 2g, 바질 1g, 파슬리 1g, 소금적당량, 후추적당량[양송이 속양파다진것 10g, 버터적당량, 양송이 30g, 빵가루 5g, 생크림 적당량","['양파는 곱게 다지고 양송이는 0.5cm로 슬라이스 한다.', '팬에 버터를 넣고 녹으면 양파를 볶다가 양송이를 넣어 볶는다.', '생크림, 소금, 후추로 간을 하고 양송이에서 물이 빠져나오면 빵가루를 넣어 되직하게 농도를 맞춘 뒤 그릇에 옮겨 식힌다.', '차이브, 오레가노, 바질, 파슬리를 잘게 다진다.', '간 닭고기와 3, 4를 볼에 넣고 섞어 치대 찰지게 만든 뒤 지름 10cm 정도의 원형 모양이나 럭비공 모양으로 만든다.', '팬에 기름을 두른 뒤 치킨 스테이크를 익혀주거나 팬에서 색만 내고 오븐에서 익힌다.']",128.0,9.5,21.5,0.7,89
139,토마토소스 달걀볶음,"달걀 35g, 파 4g, 토마토소스 10g, 설탕 8g, 소금 적당량, 식물성기름 2g, 참기름 1g","['볼에 달걀을 푼다.', '달군 팬에 1을 볶아 스크램블을 만든다.', '파를 송송 썬다.', '기름을 두른 팬에 3을 먼저 볶아 향을 낸 뒤 토마토소스를 넣고 볶는다.', '4에 설탕, 소금, 2를 넣고 섞는다.', '참기름을 뿌려 마무리한다.']",111.0,10.2,4.4,5.9,107
140,나스와 샐러드,"달걀 20g, 완두콩 5g, 오이 10g, 토마토 20g, 레드어니언 10g, 로메인 10g, 홍고추 2g, 블랙올리브 2g, 바질 1g, 캔참치 20g[드래싱] 올리브오일 2g, 레드와인식초 2g, 디존 머스타드 1g, 마늘 1g, 설탕적당량","['달걀은 완숙으로 삶아 껍질을 벗긴 뒤 세로로 4등분하고 완두콩은 끓는 물에 삶아 찬물에 헹군 뒤 물기를 제거한다.', '오이는 1cm 주사위모양으로 썰고 양파는 링으로 슬라이스 하고 로메인은 먹기 좋게 뜯어 찬물에 담군다.', '토마토는 달걀과 같은 모양으로 자르고 홍고추는 어슷하게 썰고 참치는 덩어리가 있게 기름기를 뺀다.', '바질은 슬라이스하고 마늘은 다진다.', '볼에 올리브오일과 레드와인식초, 머스타드, 설탕, 다진마늘을 섞어 드레싱을 만든다.', '다른 볼에 준비해둔 야채들과 달걀, 참치를 넣고 드래싱을 끼얹어 버무린다.']",92.0,5.1,8.1,41.0,79
141,다시마전,"다시마 30g, 영양부추 3g, 청고추다진것 3g, 홍고추다진것 3g, 새우살다진것 10g, 밀가루 10g, 물 8g, 소금적당량[멸치액적소스]멸치액젓 2g, 물 3g, 설탕 2g, 깨소금 2g, 고춧가루 1g, 실파 2g","['냄비에 다시마가 잠길 정도의 물을 붓고 중불에서 삶아 10여분 두었다가 건져 찬물에 휑군 뒤 18cm 크기로 자른다.', '청, 홍고추는 씨를 빼 잘게 다지고 부추와 새우 살도 다진다.', '밀가루에 물과 소금을 넣고 반죽을 한 뒤 다진 채소들을 넣고 골고루 섞는다.', '3에 다시마를 넣어 반죽 물을 입히고 팬에 기름을 둘러 노릇하게 지진다.', '다시마전이 한 김 식은 후 돌돌 말아 자를 수 있도록 꼬치로 고정시킨다.', '5를 4cm 정도 길이로 자르고 멸치액젓소스를 곁들인다.']",79.0,13.2,4.3,1.6,311
142,모듬옥수수,"옥수수 35g, 잣 3g, 청피망 25g, 당근 25g, 닭고기 35g, 식용유 1g, 물전분 6g, 소금 적당량","['청피망, 당근, 닭고기를 옥수수알 크기로 썬다.', '팬에 닭고기를 볶는다.', '2에 당근을 넣고 볶는다.', '3에 잣, 청피망, 옥수수를 넣고 볶는다.', '4에 간을 한다.', '물전분으로 농도를 맞춘다.']",127.0,15.0,9.9,3.6,109
143,버섯 들깨탕,"느타리버섯 15g, 생표고버섯 15g, 팽이버섯 15g, 새송이벗서 15g, 우엉 15g, 조랭이떡 15g, 들깨 8g, 물 50g, 들기름 2g, 소금적당량","['끓는 물에 데친 느타리 버섯을 손으로 찢고 생 표고버섯은 데쳐서 물기를 짠 뒤 채썬다.', '팽이버섯은 밑동을 제거한 뒤 반으로 자르고 새송이버섯은 팽이버섯 크기로 자른다.', '조랭이떡은 물에 휑구고 우엉은 껍질을 벗겨 길이로 3등분 하여 어슷하게 썬 뒤 냉수에 여러번 휑구고 물기를 뺀다.', '들깨는 분무기를 이용하여 물을 조금씩 넣으면서 곱게 갈아 체에 밭쳐 들깨 물을 준비하고 찌꺼기는 버린다.', '냄비에 들기름을 두르고 우엉을 볶은 뒤 들깨 물을 부어 끓이다가 조랭이 떡을 넣고 끓인다.', '5의 떡이 둥둥 떠오르면 버섯을 넣고 한소끔 끓인 뒤 소금으로 간을 한다.']",124.0,17.3,3.9,5.3,32
144,퓨전떡갈비,"소고기 40g, 돼지고기 6g, 양파 15g, 배 10g, 마늘 5g, 생강 2g, 저염간장 3g, 찹쌀가루 5g, 참기름 2g, 참깨 5g","['고기는 곱게 다지고 야채는 껍질을 제거한다.', '배는 갈아 즙을 만들고 양파는 다진 뒤 기름을 두르지 않은 팬에 살짝 볶는다.', '마늘과 생강을 곱게 다져 배즙과 섞은 뒤 다진 고기에 넣어 치댄다.', '떡갈비 반죽에 저염간장, 참기름을 이용해 밑간을 하고 찹쌀가루를 넣어 찰기를 준다.', '둥근 모양으로 빚은 뒤 중간을 살짝 눌러 기름을 두른 팬에 굽는다.', '170℃ 오븐에 3분 정도 구워 속까지 익힌다.']",195.85,24.74,12.58,5.18,265.63
145,산호두부,"두부 35g, 돼지고기다진것 15g, 당근다진것 10g, 고추기름 2g, 완두콩 10g, 파 5g, 생강 3g, 물전분 10g, 소금 적당량","['두부를 1cm 주사위모양으로 자른다.', '1을 뜨거운 물에 넣었다가 꺼내 물기를 제거한다.', '당근과 돼지고기를 잘게 다진다.', '팬에 고추기름을 두른 뒤 3을 넣고 볶는다.', '파, 다진생강, 물, 완두콩, 소금, 두부를 넣고 간이 들도록 졸인다.', '물 전분을 넣어 소스의 농도를 맞춘다.']",89.4,8.5,7.0,3.4,55
146,섭산삼,"더덕 40g, 젖은 찹쌀가루 30g, 가루녹차 2g, 백년초 가루 2g, 설탕 1g, 꿀 5g, 소금 적당량, 튀김기름 8g","['더덕은 껍질을 벗기고 0.3cm 두께로 편 썰어 소금물에 담궈 쓴 맛을 뺀 뒤 면보에 옮겨 밀대로 밀거나 두들겨 얇게 편다.', '찹쌀가루는 소금을 넣고 혼합하여 체에 내린다.', '2를 3등분 하여 가루녹차와 백년초가루를 각각 섞는다.', '3에 더덕을 각각 넣고 앞, 뒤로 꼭꼭 눌러 찹쌀가루를 묻힌다.', '170℃의 기름에 2번 튀긴 뒤 기름을 빼고 뜨거울 때 설탕을 약간 뿌린다.', '꿀을 곁들여 찍어 먹는다.']",233.0,26.9,4.7,8.2,4
147,시금치 돼지고기 볶음,"돼지고기살코기 40g, 물전분 10g, 소금 적당량, 시금치 25g, 부추 10g, 간장 5g, 파 5g, 생강 3g, 식용유 2g","['돼지고기는 채 썬 뒤 소금, 물전분을 넣고 양념한다.', '양념한 고기를 기름 두른 팬에 볶으면서 달라붙지 않도록 저어준다.', '시금치와 부추를 4~5cm 가량으로 썬다.', '가열된 팬에 기름을 두르고 파, 생강, 팔각을 넣어 향을 낸다.', '4에 2와 간장을 넣고 볶는다.', '물 전분을 넣어 농도를 맞춘 뒤 마직막으로 부추, 시금치를 넣는다.']",105.0,7.4,9.2,4.5,284
148,발사믹과 로즈마리로 향을 낸 오븐구이 야채,"단호박 40g, 당근 40g, 비트 40g, 고구마 40g, 꿀 8g, 발사믹식초 30g, 로즈마리 2g, 소금적당량, 후추 적당량","['단호박, 비트, 고구마, 당근은 껍질을 벗긴다.', '1을 자연스럽게 2~2.5cm 두께로 썬다.', '볼에 2와 발사믹 식초, 꿀, 로즈마리 잎을 넣고 버무린다. ', '소금, 후추로 간을 한다.', '150℃의 예열된 오븐에서 익을 때까지 굽는다.', '중간에 뒤집어 주어 고루 익히도록 한다.']",136.0,34.3,1.9,0.6,52
