,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
116,콩비지포카치아 샌드위치,"포카치아빵(1개), 콩비지(50g), 무장아찌(20g), 토마토(50g),생치즈(20g), 루꼴라(20g), 올리브오일(20g)","['비지는 살짝 데쳐 물기를 뺀다.', '무장아찌는 잘게 다져 비지에 골고루\n섞어 소스를 만든다.', '토마토는 슬라이스로 썰어 팬에 오일을\n두르고 익힌다.', '포카치아빵은 반으로 갈라 비지소스를\n바른다.', '생치즈는 동그랗게 원형으로 찍어,\n비지를 바른 빵에 구운 토마토와 함께\n올리고, 다시 그 위에 비지를 올려\n접시에 담는다.', '루꼴라는 찬물에 담궈 건져 포카치아빵\n옆에 함께 놓는다']",271,36,12,8,459
117,파프리카더덕소고기깻잎롤,"소고기(살치살, 120g), 파프리카(50g), 더덕(100g), 깻잎(3장),파인애플(50g), 아스파라거스(3개), 양파(50g), 꿀(20g),레몬(1/4개), 식초(10g), 소금(0.2g), 올리브오일(3g),후춧가루(0.01g)","['소고기는 후춧가루, 올리브오일로\n밑간을 한다.', '더덕은 칼로 껍질을 돌려 깎고,\n파프리카, 아스파라거스와 함께\n가늘게 채썬다.', '파인애플, 양파, 당근, 대파는 채썬다.', '밑간한 고기를 팬에 굽는다.', '따로 갈아 놓은 파인애플과 레몬즙\n꿀을 섞어 드레싱을 만는다', '구워 놓은 고기에 더덕과 파인애플\n아스파라거스 깻잎을 넣어 돌돌 말고,\n팬에 발사믹 소스를 끓인 뒤 말아 놓은\n소고기롤을 넣어 졸인다.']",230,16,28,5,97
118,해물아란치니,"오징어(100g), 새우(3마리), 토마토(50g), 양파(30g),마늘(20g), 샐러리(20g), 밥(100g), 달걀(1개), 어린잎(10g),소금(0.2g), 레몬(1/4개), 빵가루(20g)","['새우는 껍질을 벗겨 다진다.', '오징어는 썰어서 다진다.', '양파, 샐러리, 마늘은 다져 팬에 볶아\n식힌다.', '토마토는 껍질을 벗겨 다진다.', '다진 토마토를 팬에 볶다가 다진\n새우와 오징어, 밥을 넣어 볶고, 3번을\n넣고 볶아 동그랗게 모양을 만든다', '동그란 밥에 레몬을 섞은 달걀노른자를\n묻히고 빵가루 옷을 입혀 팬에 기름을\n둘러 굴려가며 익힌 후 접시에 담고\n어린잎을 올린다.']",283,41,7,10,393
119,호박잎삼계,"닭고기(120g), 인삼(1뿌리), 미나리(30g), 대추(2알),찹쌀(50g), 소금(0.2g), 후춧가루(0.01g)","['닭고기는 넓게 펴 소금, 후추로 밑간을\n한다.', '찹쌀은 깨끗이 씻어 밥을 짓는다', '인삼은 뇌두를 제거 하고 깨끗이 씻어\n길게 썬다.', '미나리는 데쳐 찬물에 헹구고, 대추는\n씨를 제거하고 채를 썬다.', '호박잎은 끓는 물에 데쳐 찬물에\n식힌다.', '데친 호박잎에 밑간한 닭고기와\n찹쌀밥을 올리고 그 위에 인삼, 데친\n미나리, 대추를 올려 돌돌 말아 찜통에\n찐 뒤 먹기 좋게 썬다.']",314,53,16,3,55
120,노른자크림 육회샐러드,"소고기(홍두깨살, 150g), 두릅(100g), 아보카도(1/2개),배(1/4개), 마늘(20g), 달걀(1개), 레몬(1/8개), 크림치즈(20g),설탕(20g), 소금(0.3g), 참기름(5g)","['소고기는 홍두깨살로 준비해서\n0.3mm 두께로 썰고, 배는 껍질을 벗겨\n채 썰어 설탕을 뿌린다.', '끓는 물에 소금을 넣고 두릅을 데친 후\n찬물에 헹구어 건진다.', '소금과 설탕, 다진 마늘을 넣고 소고기\n육회 양념장을 만든다.', '삶은 달걀노른자와 크림치즈, 레몬을\n섞어 짤주머니에 담는다.', '숙성이 잘된 아보카도는 강판에 갈아\n준비한다.', '접시에 양념한 육회와 두릅을 담고 그\n위에 배를 올리고, 달걀크림과\n아보카도를 짜서 올린다']",177,10,25,4,245
121,닭고기 완자삼계죽,"닭고기(1마리), 인삼(1뿌리), 찹쌀(50g), 대추(10알), 마늘(30g),대파(30g), 양파(30g), 통후추(10알), 저염간장(10g)","['닭은 깨끗이 씻고 포를 뜬다.', '닭고기는 15분 정도 삶아 식으면 곱게\n다져 다진 마늘, 대파, 저염간장을 넣고\n완자를 만든다.', '인삼은 뇌두를 제거하고 깨끗이\n씻는다.', '찹쌀은 약 30분 정도 충분히 불린다', '대추는 소금물에 깨끗이 씻고 씨를\n제거한다.', '믹서에 인삼과 대추, 불린 찹쌀, 물을\n정도 넣고 곱게 간 뒤, 냄비에 담아 죽을\n쑤다가 다 익으면 만들어 놓은 완자를\n넣고 한소끔 더 끓인다.']",150,26,9,0,51
122,대하마늘볶음밥,"*필수 재료 : 대하(3마리), 쌀(90g), 당근(20g), 깻잎(2장), 양파(30g), 숙주(50g), 대추(2알), 청고추(1개), 파(10g), 마늘(10g), 생강(5g), 식용유(5g)*양념 : 저염간장(5g)","['새우는 내장을 제거하고 껍질을 벗겨 깨끗이 씻는다.', '찜기에 새우와 생강을 넣어 약 5분 정도 찐다.', '마늘은 납작 썰고, 당근과 양파, 파, 깻잎, 청고추, 대추는 굵게 다진다.', '숙주는 꼬리를 떼어 다듬고, 끓는 물에 살짝 데친다.', '팬에 식용유를 두른 뒤 손질한 채소를 넣어 볶는다.', '밥과 새우를 넣어 볶고, 저염간장을 넣어 볶아 마무리한다.']",286,32,14,11,191
123,두부 카프리제,"소고기(100g), 돼지고기(100g), 표고버섯(2개), 마(100g),연근(20g), 감자(60g), 깻잎(3장), 애호박(1/3개), 마늘(20g),두유(100g), 설탕(20g), 소금(0.2g), 저염간장(20g)","['토마토는 깨끗이 씻어 슬라이스한다.', '두부는 원형틀을 이용해서 토마토와\n같은 크기로 만들고 소금을 살짝 뿌린\n뒤 물기를 제거한다.', '팬에 올리브오일을 두르고 두부를 살짝\n굽는다.', '어린잎은 찬물에 담근다.', '발사믹소스에 설탕과 레몬즙을 넣고\n골고루 섞어 소스를 만든다.', '두부와 준비한 토마토를 접시에 돌려\n담고 어린잎을 위에 올린 뒤 먹기\n직전에 발사믹소스와 파마산치즈를\n뿌려 완성한다.']",140,6,11,7,229
124,미역볶음밥," 쌀(80g), 완두콩(10g), 닭고기(100g), 대추(10g), 수삼(20g)양파(20g), 당근(10g*양념 강황가루(3g), 맛술(15g)","['쌀과 다시마를 넣고 쌀과 동량의\n물을 부어 밥을 고슬고슬하게\n짓는다.', '양파는 굵게 다지고, 쪽파와 고추는\n송송 썰고, 오징어와 주꾸미는 먹기\n좋은 크기로 썬다.', '달군 팬에 들기름을 두르고 다진\n마늘을 볶아 향을 낸다.', '미역을 넣고 볶다가 손질해둔\n오징어, 주꾸미, 새우살, 양파를 넣어\n볶는다.', '밥을 넣고 소금을 넣어 볶다가\n들깻가루를 넣어 볶는다.', '송송 썬 쪽파와 청양고추, 붉은\n고추를 넣어 조금 더 볶아\n마무리한다.']",515,25,5,5,488
125,청국장볶음밥," 쌀(100g), 현미(30g), 감자(30g), 고구마(15g), 양파(15g), 연근(15g)당근(15g), 애호박(15g), 우엉(15g), 마늘(3g), 시금치(5g), 참나물(10g)깻잎(5g), 미나리(5g)육수 다시마(2g*양념 생청국장(30g), 들깻가루(2g), 올리브유(10g), 들기름(8g)","['쌀과 현미는 물에 깨끗이 씻어 불린\n후 밥을 고슬고슬하게 짓는다.', '감자, 고구마, 우엉, 양파, 당근,\n애호박, 연근은 작게 깍둑 썰고,\n마늘은 편 썬다.', '시금치와 참나물, 깻잎은 굵게 채\n썰고, 미나리는 2.5㎝ 길이로 썬다.', '물(50g)에 다시마를 우려내 육수를\n내고 청국장을 넣어 잘 푼 뒤\n들깻가루를 넣고 잘 저어주며 졸여\n청국장소스를 만든다.', '팬에 올리브유와 들기름을 두르고\n양파, 마늘을 약한 불에 볶다가\n감자, 고구마, 우엉, 연근, 당근,\n애호박을 넣고 같이 볶는다.', '밥과 청국장소스를 부어 80% 정도\n볶다가 시금치, 참나물, 미나리를\n넣고 한 번 더 볶고 채 썬 깻잎을\n올려 마무리한다.']",467,25,4,4,234
126,해물볶음밥,"볶음밥 쌀(100g), 아스파라거스(5g), 새송이버섯(10g), 달걀(40g)문어(20g), 새우살(20g), 주꾸미(15g)미나리볶음고추장 무(20g), 우엉(10g), 미나리(5g),","['쌀은 씻어서 체에 건져 1시간 이상\n불린 후 동량의 물을 부어 밥을\n짓는다.', '아스파라거스, 새송이버섯은 작게\n깍둑 썰고, 무와 우엉, 미나리는\n다진다.', '식용유(10g)를 두른 팬을 중간 불로\n달궈 달걀을 넣고 스크램블로\n볶는다.', '문어, 새우살, 주꾸미는 끓는 물에\n살짝 데쳐 작게 자른다.', '식용유(15g)를 두른 팬을 중간 불로\n달궈 밥을 넣어 볶다가 문어, 새우살,\n주꾸미, 스크램블 에그를 넣고 조금\n더 볶는다.', '무와 우엉에 고추장과 참기름,\n물(40g)을 넣고 묽게 졸인 후 불을\n끄고 미나리를 넣고 섞어\n미나리볶음고추장을 만들어 밥에\n곁들여 마무리한다.']",493,26,7,2,681
127,와사비 연어초밥,"연어(100g), 쌀(150g), 당근(20g), 표고버섯(3장),겨자가루(10g), 새싹(10g), 파슬리(5g), 식초(10g), 설탕(20g),소금(0.2g)","['연어는 끝을 뾰족하게 살려\n슬라이스한다.', '쌀은 깨끗이 씻어 30분 이상 불려 밥을\n지어 식힌다.', '냄비에 식초, 설탕, 소금 약간과 물을\n동량으로 넣고 끓인 뒤 식혀 촛물을\n만들어 밥에 넣고 골고루 섞는다.', '당근과 표고버섯은 입자있게 다져 살짝\n볶아 식혀놓은 초밥에 넣고 잘\n섞어준다.', '와사비 가루에 30℃정도의 물을 넣고\n섞은 뒤 발효 시키고, 초밥 형태를\n만들어 그 위에 와사비를 바르고\n연어를 올린 후 접시에 담는다', '새싹과 파슬리는 찬물에 담았다 건져\n물기를 빼고, 연어 초밥 옆에 올린다.']",417,70,18,6,76
128,구운주먹밥," 현미(100g), 톳(30g), 생김(5g), 달걀(50g)밥 밑간 참기름(4g), 참깨(2g)톳 무*양념 설탕(2g), 식초(2g)","['현미로 밥을 지은 뒤 밥 밑간을 넣고\n섞는다.', '톳에 톳 무침양념을 넣고 버무린다.', '밥에 톳을 넣고 버무린다.', '밥을 먹기 좋은 크기로 둥글게 뭉친\n뒤 부순 생김을 골고루 묻힌다.', '주먹밥에 달걀물을 입힌 뒤 팬에\n구워 마무리한다.']",335,35,5,6,79
129,깐풍주먹밥," 칵테일새우(10g), 다진 쇠고기(15g), 후춧가루(1g), 참기름(7g)찹쌀현미밥(200g), 밀가루(30g), 파인애플(10g), 부추(10g)소스 다진 마늘(4g), 다진 붉은 고추(7g), 다진 풋고추(7g), 식초(10g)함초가루(10g), 설탕(15g)","['칵테일새우는 잘게 다진다.', '다진 쇠고기에 후춧가루와\n참기름(3g)으로 밑간한 후 볶는다.', '찹쌀현미밥에 참기름(4g)을 넣어\n밑간하고 식힌 후 새우와 쇠고기를\n넣어 뭉쳐준다.', '마늘과 고추는 볶다가 식초와\n함초가루, 설탕, 물(30g)을 넣고 졸여\n소스를 만든다.', '밀가루는 반죽한 뒤 얇게 밀어\n삼각형으로 잘라 튀긴 후 기름을\n뺀다.', '위에 주먹밥을 올리고 파인애플을\n올린 후 소스를 곁들여 마무리한다.']",536,37,7,7,111
130,닭봉주먹밥," 닭봉(80g), 우유(20g), 단호박(10g), 새송이버섯(5g), 가지(15g), 주키니호박(15g)당근(15g), 양파(10g), 시래기(20g), 치즈(20g), 밥(150g), 새싹채소(10g*양념 후춧가루(3g), 참기름(20g), 간장(5g)소스 레몬즙(5g), 마요네즈(12g), 꿀(5g), 부순 참깨(2g)","['닭봉은 손질한 뒤 후춧가루를\n섞은 우유에 담가두었다가 구워\n준비한다.', '단호박, 새송이버섯은 구워서\n준비한다.', '소스를 만든다.', '가지, 주키니호박, 당근, 양파,\n시래기는 잘게 다진 뒤 볶는다.', '볶은 채소와 치즈를 참기름, 간장과\n함께 밥에 넣고 섞는다.', '구운 닭봉을 밥으로 감싼 뒤 구운\n단호박, 새송이버섯, 새싹채소와\n함께 담아 소스를 곁들여\n마무리한다.']",553,20,7,6,454
131,봄주먹밥," 봄동(10g), 깻잎(6g), 낙지 다리(6g), 참기름(3g)두릅(8g), 올리브유(4g), 미나리(3g)주먹밥 데친 꼬막살(14g), 올리브유(4g), 밥(100g), 참깨(3g)두부강된장 참기름(10g), 다진 양파(14g), 다진 당근(14g)다진 애호박(14g), 물(150g), 된장(14g)고춧가루(4g), 다진 마늘(4g), 송송 썬 붉은 고추(4g)송송 썬 청양고추(4g), 으깬 두부(76g)","['봄동과 깻잎은 데친 뒤 체에 밭쳐\n물기를 제거한다.', '데친 꼬막살은 물기를 제거하고\n다져 올리브유로 양념한 밥에\n참깨와 함께 버무린 후 한입 크기로\n주먹밥을 만든다.', '낙지 다리는 데쳐 찬물에 담가 식힌\n뒤 참기름(3g)에 양념하고, 두릅은\n데쳐 물기를 제거한 뒤 올리브유로\n양념한다.', '봄동에 꼬막밥을 넣고 만 뒤\n깻잎으로 싸고 데친 미나리로 묶어\n봄주먹밥을 만든다.', '냄비에 참기름(10g)을 두르고 양파,\n당근, 애호박을 넣고 볶은 뒤 물,\n된장, 고춧가루, 다진 마늘, 붉은\n고추, 청양고추를 넣고 끓이다가\n두부를 넣고 조려 두부강된장을\n만든다.', '봄주먹밥에 낙지와 두릅,\n두부강된장을 곁들여 마무리한다.']",252,19,4,2,118
132,깻잎장아찌롤," 쌀(200g), 깻잎장아찌(30g), 김(5g), 새싹(20g)밥 밑간 참기름(5g), 참깨(3g)허브타르타르드레싱 양파(20g), 피클(20g), 삶은 달걀(60g), 마요네즈(20g)머스터드소스 설탕(3g), 물(5g), 머스터드소스(15g)","['쌀을 씻어 밥을 지은 뒤 밥 밑간을\n한다.', '양파, 피클, 삶은 달걀은 다진 뒤\n마요네즈에 섞어\n허브타르타르드레싱을 만든다.', '김 위에 양쪽으로 밥을 펴고\n허브타르타르드레싱을 위에\n올린 후 만다.', '깻잎장아찌를 바닥에 깔고 말아놓은\n롤을 올린 후 한 번 더 만다.', '머스타드소스를 만든다.', '한입 크기로 롤을 썬 뒤 새싹과\n소스를 곁들여 마무리한다.']",375,18,2,3,750
133,참치비빔밥롤," 멥쌀(60g), 완두콩(30g), 달걀(80g), 주키니호박(15g)당근(15g), 가지(15g), 참치(25g), 김밥용 김(2g), 케일(3g)참치밑간 후춧가루(3g), 올리브유(5g)사과드레싱 식초(3g), 굵게 다진 사과(8g), 로즈마리(2g), 꿀(5g)토마토소스 토마토(50g), 고추(5g)","['쌀을 물에 불린 뒤 완두콩을 함께\n넣고 밥을 짓는다.', '달걀을 풀어 체에 내린 뒤 지단을\n부치면서 반 정도 익었을 때 그 위에\n얇게 썬 주키니호박, 당근, 가지를\n올려 익힌다.', '참치를 참치밑간에 재운 뒤 겉만\n살짝 익힌다.', '김에 밥을 올리고, 뒤집어 참치를\n올려 만 뒤 그 위에 지단을 올려\n한 번 더 만다.', '사과드레싱을 만들고,\n토마토소스 재료를 간 뒤 체에\n거른다.', '참치비빔밥롤을 담은 뒤\n토마토소스를 곁들이고, 케일에\n사과드레싱을 뿌려 마무리한다.']",468,19,8,2,171
134,새싹참치김밥," 파프리카(15g), 파인애플(15g), 달걀(30g), 김(2g), 밥(150g)새싹채소(10g), 참치(12g)소스 저염간장(5g), 마요네즈(2.5g), 설탕(0.5g)","['소스를 만든다.', '파프리카와 파인애플을 먹기 좋게\n썬다.', '스크램블 에그를 만든다.', '김발 위에 ⅔크기로 자른 김을 놓고\n밥을 고루 편 뒤 새싹채소,\n스크램블 에그, 파프리카, 기름 뺀\n참치, 파인애플을 올리고 소스를\n고르게 뿌린다.', '반으로 접어 먹기 좋게 썰어\n마무리한다.']",319,25,5,2,109
135,연어주먹밥튀김," 당근(30g), 피망(30g), 양파(30g), 밥(100g), 마요네즈(20g)통조림 연어(1캔=130g), 식초(10g), 데리야키소스(15g)달걀(40g), 빵가루(60g), 어린잎채소(50g)오리엔탈소스 식초(10g), 레몬즙(15g), 간장(10g), 다진 마늘(10g), 꿀(10g)올리브유(20g), 참깨(5g)","['당근, 피망, 양파를 잘게 다진 뒤\n기름에 살짝 볶아 밥에\n마요네즈(10g)와 함께 넣어 섞는다.', '통조림 연어는 기름기를 빼고,\n식초를 넣은 끓는 물에서 30초 정도\n데친다.', '데리야키소스와 마요네즈(10g)에\n연어를 넣고 버무려 양념한다.', '밥을 동그랗게 빚은 뒤 가운데에\n연어를 넣고 주먹밥을 만든다.', '달걀물과 빵가루를 입혀 160℃로\n예열한 기름에 바삭하게 튀긴다.', '연어주먹밥튀김을 담고\n어린잎채소를 곁들인 뒤\n오리엔탈소스를 곁들여 마무리한다.']",660,25,6,6,537
136,오징어불고기김밥," 오징어 몸통(130g), 파프리카(30g), 당근(20g), 피망(30g), 밥(200g)채 썬 쇠고기(우둔살, 60g), 달걀(50g), 김(2g), 깻잎(20g), 새송이버섯(30g*양념 참기름(15g), 고추장(3g), 매실청(15g)","['오징어 몸통 안쪽에 칼집을 내고\n끓는 물에 데친다.', '파프리카와 당근, 피망은 작게 다져\n볶은 뒤 밥에 넣어 섞는다.', '쇠고기는 참기름에 볶는다.', '달걀을 풀어 약한 불로 달군 팬에\n부은 뒤 김가루를 뿌려 지단을\n부치고, 바닥이 익으면 깻잎과\n밥을 올린다.', '데친 오징어, 볶은 쇠고기 순으로\n올려 만 뒤 랩으로 싼다.', '고추장과 매실청을 섞은 뒤 팬에\n넣고 약한 불에서 끓여 소스를\n만들고 한입 크기로 썬 김밥에\n구운 버섯을 함께 곁들여\n마무리한다.']",452,14,13,3,244
137,닭가슴살청포묵비빔밥," 닭가슴살(40g), 양배추(10g), 청포묵(30g), 숙주(30g)쌀(80g), 달걀지단(20g), 무순(5g)닭고기 삶는  된장(3g), 마늘(5g), 후춧가루(0.1g), 소금(0.1g)비빔소스 저염간장(4g), 참기름(1g)","['닭고기 삶는 재료를 물(100g)에 넣어\n끓이다가 닭가슴살을 넣고 삶아\n한입 크기로 썬다.', '양배추는 곱게 채 썰고, 청포묵은\n먹기 좋은 크기로 썬다.', '숙주는 끓는 물에 데쳐 물기를 뺀다', '비빔소스를 만든다.', '쌀에 물을 붓고 밥을 짓는다.', '밥 위에 닭가슴살, 양배추, 청포묵,\n숙주, 달걀지단, 무순을 담아\n마무리한다.']",421,28,5,1,104
